mne, 2, 2, 3, 1, 1, 1, 5, 2, , , , 1, 2, 1, 1, 1, 3, 1, 1, 1, , , , , , , , , 2, 3, , , , , , 2, , , , , , , , , , , , 6, , , , 1, , , 1, 2, , 2, 1, , 1, 1, 1, 2, , , , , , 2, 2, 1, 3, 2, , , , , , , , 2, 2, , , , 1, , 1, 1, , , 1, 1, 1, , 2, 1, , , , , , , 6, 1, , , 1, 1, , , 2, 2, 2, 2, 1, , 2, 2, , , , , , , 1, 1, 7, , 2, , , , , , , , , , , , , 2, 2, , , , , , , 1, 1, 2, 2, , , , , , 4, , , , 4, 2, 4, 20, , , , , , , , , , , 6, , , , 4, 4, 8, 2, , , , , , 
ain, 3, 2, 2, 1, 1, 1, 1, 1, 3, 2, , 1, 2, 2, , , , , 1, 1, , , , 3, 4, 1, 5, 2, 4, 2, 1, 3, 1, 1, 1, 2, 4, 3, 1, , , 5, , 5, 2, 2, 1, 6, 2, 1, , 3, 9, 2, 9, 2, 1, 6, 2, 3, 1, 2, 1, 1, 4, , , 1, 2, 2, 4, 2, 4, 2, 4, 2, 4, 2, 2, 3, 2, 3, 2, 4, 5, 3, 1, , 1, 1, , 1, 1, 1, 1, 1, 2, 1, , , , , , , 2, 2, 2, 1, 1, 1, 1, 1, 6, 2, 5, 5, 2, 3, 2, 1, 3, 4, 3, 3, , 2, 2, 1, 7, 1, 1, 5, 1, 1, 1, , , , 1, 1, 1, 1, 1, 1, , , 3, , , , , 1, 1, 1, 1, , , , , , 1, , , , 1, 4, 4, 7, 3, , , , , , , , , , 3, , , , 4, 4, 1, 11, , , , , , 
ao, 1, 2, 2, 3, 1, 1, 1, 2, , 2, , 1, 2, 3, , , , , 1, 1, , , , , , , , , 3, , , , , , , 2, , , , 2, 2, , , , 2, 1, , , , , , , , , 6, , , , , , 1, , , , , , , , , , , , , 2, 4, 2, , , , , , , , , , , 1, , 1, 1, , 1, 1, 2, 2, 2, 7, 3, , 2, , , , 1, 2, 2, 4, 1, 5, 2, , , , 1, , , , , , , , , , , , , 1, , , , 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 15, , 7, , 2, 2, 4, 19, , , , , , , , , , , 17, , , 6, 4, 4, 4, 6, , , , , , 
baw, 3, 2, 4, 4, 4, 1, 1, 2, 1, , , 1, 2, 2, 7, 8, 1, , 1, 1, , , , , , , , , 1, , 4, 3, 1, 1, 1, 7, 4, 5, , 5, 5, 3, , 1, , , 1, 6, , 1, , 2, 4, 2, 9, , , , , , 4, , , , , , , , 1, , , , , 5, 5, 2, 2, 2, 2, , 2, 1, 1, , , , 1, , 1, 1, 4, 1, 1, 2, 2, 2, 7, 3, , 2, , , , 2, 2, 2, 2, 1, 5, 2, 4, 4, 2, 4, 5, 2, 2, 4, , 2, , , , , , 4, 4, 3, 3, 1, 1, , , , , , 4, , 1, 3, 3, , , , , , 1, , , , , , , , , , , , , , 2, , , , 4, 1, 4, 8, 4, , , , , , , , , , 4, , , , 4, 4, 8, 1, , , , , , 
lai, , , , , , , , , , , , , , , , , , , , , 2, 1, 1, 5, 3, 4, 5, 2, 1, , , , , , , 7, , , , 5, 5, , , , , , , , , , , , , , 9, , , , 3, , 4, , , , 6, 7, , , 2, 2, 4, 2, 3, 5, , , , , , , , , , , , , 1, , 1, 1, , 1, 1, 3, 5, 2, 7, 3, , 2, , , , 2, 2, 2, 2, 1, 5, 5, , , , 4, , , , 3, , , 2, , 3, 1, , , 4, , , , 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, , , , 4, 1, 4, 8, 4, , , , , , , , , , 4, , , , 4, 4, 8, 1, , , , , , 
mei, 4, 2, 3, 2, 2, 1, 1, 2, 1, 2, , 1, 2, 2, , , , , 1, 1, 1, 1, 1, 3, 2, 2, 2, 2, 3, 1, 4, 1, 1, 1, 1, , , 8, 2, 2, 2, 3, , 1, 2, 1, 2, 6, 1, 1, 1, 2, 6, 2, 6, 2, 5, 2, , 2, 1, 2, 1, 1, 4, , 8, 1, 2, 2, 4, 2, 2, 2, 4, 4, 1, 1, , 1, 3, 3, 2, 4, 5, 1, , , 1, 1, , 1, 1, 3, 2, 2, 2, 1, , , , , , , 2, 2, 5, 1, 1, 5, 2, 2, 1, 5, 1, 1, 1, 1, 2, 2, 3, 4, 3, 4, , 2, 1, 3, 5, , 1, 2, 1, 1, 1, , 4, 4, 1, 3, 3, 3, 1, , , , 2, , , , , 1, 1, 1, 1, , , , , 3, 4, , , , 4, 2, 4, 20, , , , , , , , , , , 21, , , , , , , , , , , , , 
miz, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, , , , , , , 7, , , , 5, 5, , , , , , , 6, , , 1, 2, , , 6, , , , , , 4, , , , , , , 2, , , , , , 5, , , , , , , , , , , , , 1, , 1, 1, 3, 1, 1, 2, 5, 2, , , , , , , , 2, 2, 2, 2, 1, , 2, , , 6, 4, 5, 2, 2, , , 2, , , , , , , 2, , , , 1, 1, 1, 1, 1, , , , , , , , , 2, 2, , , , , , , , , , , , , , , , 2, , , , 4, 1, 4, 8, 4, , , , , , , , , , 4, , , , 4, 4, 8, 1, , , , , , 
aeg, 3, 2, 4, 4, 3, 4, 1, 2, 3, 2, , 1, 3, 1, 1, 4, 7, 1, 1, 4, 6, 5, 3, 4, 4, 4, 5, 2, 3, 1, 1, 2, 2, 2, 3, 6, 6, 4, 4, 3, 4, 3, , 3, 2, 1, 5, 1, 1, 2, , 3, 1, 1, 9, 2, 6, 1, 1, , 2, 2, 1, 1, , , 6, 1, 1, 1, 1, 1, 4, 4, 1, 3, 4, 2, 2, 1, 1, 1, 1, 4, 2, 1, 2, , 1, 2, 1, 2, 2, 2, 2, 3, 1, , 1, , , , , 2, 1, 2, 1, 4, 4, 4, 1, 1, 2, 2, 5, 4, 2, 4, 2, 1, 3, 4, 8, 5, 2, 2, 2, 1, 7, 1, 1, 1, 2, 2, 2, , 4, 3, 2, , , , , , , , 1, , , , , 1, 1, 1, 1, 1, , , , , 15, , 14, , 3, 2, 4, 19, 3, , 15, , , 15, 4, 7, 6, 4, , , , , , , , , , , , , , 
amh, 4, 3, 4, 2, 2, 1, 2, 2, 3, , , 1, 2, 1, , , , , 1, 1, , , , , , , , , 3, 1, , , 2, 2, 3, 2, , 4, 2, 1, 2, , , , , , , 1, , , 1, 3, 2, 2, 1, , , 2, 1, , 2, 2, 1, 1, , , 2, 1, , 2, 1, 2, 3, 4, 1, 4, 4, , 2, 1, 3, , , , , , 1, , 1, 1, , 4, 1, 1, 1, 1, 2, 1, , , , , , , , 2, 2, 5, 1, 1, , , 2, 2, 5, 2, 2, 2, , 1, , , , , , 2, 6, , , , 3, 1, 2, 2, 1, 1, , , , , , , , 1, 2, , 1, , , , , 1, 1, 1, 1, 1, , , , , 14, 4, , , 2, 2, 4, 18, , , , , , , , , , , 16, , 6, , 4, 4, 6, 6, , , , , , 
amr, , , , , , , , , 3, , , , , , , , , , , , , , , , , , , , 3, , , , , , , 6, , , , 3, 3, , , , , , , , , , , , , , 9, , 7, , 1, 1, 2, , , , , 2, , , , , , , , 4, 1, 3, 4, 2, 2, 1, 2, , , 4, 2, 1, , , 2, 2, , 2, 2, 2, 1, 1, 1, , 1, , , , , 2, 1, , 1, 4, 4, 4, , , , 2, , , , , , , , , , , , , 6, , , , 1, , 2, 2, 2, 1, , , , , , , , 1, 2, , , , , , , , , , , , , , , 1, 14, 4, , , 2, 2, 4, 18, , , , , , , , , , , , , , , , , , , 22, 6, 6, 4, 4, 
arg, , , , , , , , , , , , , , , 1, 3, 2, , , , , , , , , , , , 3, , , , 2, 2, 3, 6, , , , 3, 4, , , , 2, 2, , , , , 1, , , , 9, 2, 6, , , , 2, , , , , , , , , , , , , 4, 1, 2, , , 2, 1, 2, 2, 2, , , , 2, , 1, 2, 1, 2, 2, 2, 6, 1, 1, , 1, , , , , 1, 6, 2, 1, 4, 4, 4, , , , 2, , , , , , , , , , , , , 2, , , , 6, , , , , 1, , , , 2, 2, 2, 2, , , , , , , , , , , , , , , , , , 1, , , , 1, 4, 4, 2, 3, , 2, , , , 4, 1, 7, 4, , , , , , , , , , , , , , 
asy, , , , , , , , , , , , , , , 1, 4, 4, 1, , , , , , , , , , , 3, 1, , , 2, 2, 3, 6, , , , 3, 4, , , , , , , , , , , , , , 7, , , , , , 2, , , , , , , , , , , , , 4, , , , , , , , , , , , , 7, 3, 3, 2, , 2, 2, 2, 6, 3, 1, , 1, , , , , 3, 2, 1, 1, 4, 4, 4, , , , 2, , , , , , , , , , , , , 2, , , , 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, , , , 1, 4, 4, 16, 3, , 13, 10, , , 4, 1, 7, 4, , , , , , , , , 14, , 1, 6, 4, 
heb, , , , , , , , , 3, 2, , , , , 7, 8, 1, 1, , , 6, 5, 3, 3, 2, 2, 5, 2, 3, 1, 1, 2, 2, 2, 3, 2, 6, 4, 4, 3, 2, 3, , 3, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 7, 1, 6, 1, 1, 2, 2, 2, 1, 1, 6, 2, 6, 1, 1, 2, 1, 1, 4, 4, 1, 4, 1, 2, 2, 1, 1, 1, 1, 1, 5, 1, 2, , 1, 2, , 2, 2, 2, 2, 1, 1, , 1, , , , , 3, 1, 1, 1, 4, 4, 4, 2, 2, 2, 6, 2, 4, 1, 1, 3, 1, 3, 4, 8, 5, 2, 2, 2, 3, 1, 1, 1, 1, 2, 2, 2, 1, 4, 3, 1, 2, 1, 1, 1, 2, 2, , 1, , , , , 1, 1, 1, 1, 2, , , , 1, 1, , , , 1, 4, 4, 2, 3, , 2, , , , 4, 1, 7, 4, , , , , , , , , , , , , , 
meh, , , , , , , , , 3, , , , , , , , , , , , , , , , , , , , 4, , , , , , , 2, 5, 4, , , , , , , , , , , , , , , , , 9, , , , , , , , , , , , , , , , , , , 4, 1, 3, , , 2, 1, 3, , , , , , 7, 3, 3, 2, , 2, 2, 2, , 3, 1, , 1, , , , , , 6, 1, 1, 4, 4, 4, , , , 2, , , , , , , , , , , , , 2, , , , 6, , , , , , , , 2, , , , , , , , , , , , , , , , , , , , , , 2, , , , 4, 1, 4, 16, 6, , 13, 11, , , 4, 8, 7, 1, , , , , , , , , 15, , 9, 6, 1, 
tgr, 4, 2, 4, 4, 3, 1, 2, 2, , , , 1, 2, 1, , , , , 1, 4, , , , , , , , , 3, 1, , , 2, 2, 3, 6, , , , 1, 2, , , , , , , , , , , , , , 9, , , , , , 2, , , , , , , 1, , 2, 1, 2, 3, , 1, 3, 4, 2, 2, 3, 3, , , , , , 1, , 1, 1, , 2, 2, 1, 6, 1, 2, 1, , , , , , , , 2, 5, 2, 1, 1, , , , 2, , , , , , , , , , , , , 1, , , , , , 2, 2, 1, , , , , , , , , , , , , , , , , , , , , , , , , , 3, , , , 2, 4, 4, 20, , , , , , , , , , , 5, , , , 4, 4, 2, 11, , , , , , 
chp, 5, 2, 5, 3, 1, 1, 3, 4, , , , 1, 2, 2, , , , , 2, 5, , , , , , , , , 6, , , , , , , , , 5, , , , , , , , , , , , , , , , , , , , , , , 1, , , , , , , , , , , , , 1, , , , , , , , 2, 2, , , , 1, , 1, 1, , 1, , , 1, 1, 1, , 1, , , , , , 2, , 2, 1, 2, , , , , , , , , , , , , , , , , , 2, , , , 1, , , , , , , , , , , , , 2, 2, , , , , , , , , , , 3, , , 3, , 2, , , , 4, 1, 4, 8, 4, , , , , , , , , , 4, , , , 4, 4, 8, 1, , , , , , 
hup, 4, 1, 5, 1, 1, 2, 2, 4, , , , 1, 3, 1, , , , , 1, 1, , , , , , , , , 5, , , , , , , 9, , , , 2, , , , , , , , , , 1, , , , , 1, 2, , , , , 1, , , , , , , , , , , , , 4, , , , , , , , 3, 2, 4, 5, 2, 7, , 3, 3, 6, 1, 1, 2, 1, 1, 1, , 1, , , , , , , 2, , 5, 5, 5, , , , , , , , , , , , , , , , , 2, , , , , , 1, 2, 1, , , , , , , , , 2, 1, 1, 1, , , , , , , , , , , , , , 1, , , , 1, 4, 4, 21, 3, , , , , , , , , , , , , , , , , , , , , , , 
